BetterExportAssetOrder
Improved by burnedpopcorn180
1320 - scr_start_enemy_attacking_el_bailador
1321 - gml_Script_scr_start_enemy_attacking_el_bailador
1322 - scr_start_enemy_attacking_el_bailador_ext
1323 - gml_Script_scr_start_enemy_attacking_el_bailador_ext
1324 - scr_enemy_timer_attacks_el_bailador
1325 - gml_Script_scr_enemy_timer_attacks_el_bailador
1326 - scr_sme_yellow_rhythm_out_gen_alarm_0_script_el_bailador
1327 - gml_Script_scr_sme_yellow_rhythm_out_gen_alarm_0_script_el_bailador
1328 - scr_sme_yellow_rhythm_out_gen_end_script_el_bailador
1329 - gml_Script_scr_sme_yellow_rhythm_out_gen_end_script_el_bailador
1330 - scr_sme_yellow_rhythm_out_script_el_bailador
1331 - gml_Script_scr_sme_yellow_rhythm_out_script_el_bailador
1332 - scr_generate_battle_flower_girls_solo
1333 - gml_Script_scr_generate_battle_flower_girls_solo
1334 - scr_recreate_heart_battle_menu_text_flower_girls_solo
1335 - gml_Script_scr_recreate_heart_battle_menu_text_flower_girls_solo
1336 - scr_start_enemy_attacking_flower_girls
1337 - gml_Script_scr_start_enemy_attacking_flower_girls
1338 - scr_enemy_timer_attacks_flower_girls
1339 - gml_Script_scr_enemy_timer_attacks_flower_girls
1340 - scr_dialogue_battle_action_selected_action_1_flower_girls
1341 - gml_Script_scr_dialogue_battle_action_selected_action_1_flower_girls
1342 - scr_dialogue_battle_action_selected_action_2_flower_girls
1343 - gml_Script_scr_dialogue_battle_action_selected_action_2_flower_girls
1344 - scr_dialogue_battle_action_selected_action_3_flower_girls
1345 - gml_Script_scr_dialogue_battle_action_selected_action_3_flower_girls
1346 - scr_generate_battle_dummy_training_pacifist
1347 - gml_Script_scr_generate_battle_dummy_training_pacifist
1348 - scr_recreate_heart_battle_menu_text_dummy_training_pacifist
1349 - gml_Script_scr_recreate_heart_battle_menu_text_dummy_training_pacifist
1350 - scr_dialogue_battle_action_selected_action_1_dummy_training_pacifist
1351 - gml_Script_scr_dialogue_battle_action_selected_action_1_dummy_training_pacifist
1352 - scr_dummy_training_pacifist_no_attack
1353 - gml_Script_scr_dummy_training_pacifist_no_attack
1354 - scr_start_enemy_no_attack_dummy_training_pacifist
1355 - gml_Script_scr_start_enemy_no_attack_dummy_training_pacifist
1356 - scr_generate_battle_frostermit_solo
1357 - gml_Script_scr_generate_battle_frostermit_solo
1358 - scr_recreate_heart_battle_menu_text_frostermit_solo
1359 - gml_Script_scr_recreate_heart_battle_menu_text_frostermit_solo
1360 - scr_dialogue_battle_action_selected_action_1_frostermit_a
1361 - gml_Script_scr_dialogue_battle_action_selected_action_1_frostermit_a
1362 - scr_dialogue_battle_action_selected_action_2_frostermit_a
1363 - gml_Script_scr_dialogue_battle_action_selected_action_2_frostermit_a
1364 - scr_dialogue_battle_action_selected_action_3_frostermit_a
1365 - gml_Script_scr_dialogue_battle_action_selected_action_3_frostermit_a
1366 - scr_start_enemy_attacking_frostermit_solo
1367 - gml_Script_scr_start_enemy_attacking_frostermit_solo
1368 - scr_enemy_timer_attacks_frostermit_solo
1369 - gml_Script_scr_enemy_timer_attacks_frostermit_solo
1370 - scr_enemy_attack_frostermit_snowflakes
1371 - gml_Script_scr_enemy_attack_frostermit_snowflakes
1372 - scr_enemy_attack_frostermit_ice_cubes
1373 - gml_Script_scr_enemy_attack_frostermit_ice_cubes
1374 - scr_enemy_attack_frostermit_pinchers
1375 - gml_Script_scr_enemy_attack_frostermit_pinchers
1376 - scr_generate_battle_frostermit_know_cone_duo
1377 - gml_Script_scr_generate_battle_frostermit_know_cone_duo
1378 - scr_start_enemy_attacking_jandroid_duo
1379 - gml_Script_scr_start_enemy_attacking_jandroid_duo
1380 - scr_recreate_heart_battle_menu_text_frostermit_know_cone_duo
1381 - gml_Script_scr_recreate_heart_battle_menu_text_frostermit_know_cone_duo
1382 - scr_start_enemy_attacking_frostermit_know_cone_duo
1383 - gml_Script_scr_start_enemy_attacking_frostermit_know_cone_duo
1384 - scr_recreate_heart_battle_menu_text_jandroid_goosic_duo
1385 - gml_Script_scr_recreate_heart_battle_menu_text_jandroid_goosic_duo
1386 - scr_enemy_timer_attacks_frostermit_know_cone_duo
1387 - gml_Script_scr_enemy_timer_attacks_frostermit_know_cone_duo
1388 - scr_enemy_attack_frostermit_snowflakes_blueberries
1389 - gml_Script_scr_enemy_attack_frostermit_snowflakes_blueberries
1390 - scr_enemy_attack_frostermit_snowflakes_oranges
1391 - gml_Script_scr_enemy_attack_frostermit_snowflakes_oranges
1392 - scr_generate_battle_insomnitot_solo
1393 - gml_Script_scr_generate_battle_insomnitot_solo
1394 - scr_recreate_heart_battle_menu_text_insomnitot_solo
1395 - gml_Script_scr_recreate_heart_battle_menu_text_insomnitot_solo
1396 - scr_dialogue_battle_action_selected_action_1_insomnitot_a
1397 - gml_Script_scr_dialogue_battle_action_selected_action_1_insomnitot_a
1398 - scr_dialogue_battle_action_selected_action_2_insomnitot_a
1399 - gml_Script_scr_dialogue_battle_action_selected_action_2_insomnitot_a
1400 - scr_dialogue_battle_action_selected_action_3_insomnitot_a
1401 - gml_Script_scr_dialogue_battle_action_selected_action_3_insomnitot_a
1402 - scr_dialogue_battle_action_selected_action_1_insomnitot_b
1403 - gml_Script_scr_dialogue_battle_action_selected_action_1_insomnitot_b
1404 - scr_dialogue_battle_action_selected_action_2_insomnitot_b
1405 - gml_Script_scr_dialogue_battle_action_selected_action_2_insomnitot_b
1406 - scr_dialogue_battle_action_selected_action_3_insomnitot_b
1407 - gml_Script_scr_dialogue_battle_action_selected_action_3_insomnitot_b
1408 - scr_insomnitot_solo_no_attack
1409 - gml_Script_scr_insomnitot_solo_no_attack
1410 - scr_start_enemy_attacking_insomnitot_solo
1411 - gml_Script_scr_start_enemy_attacking_insomnitot_solo
1412 - scr_start_enemy_no_attack_insomnitot_solo
1413 - gml_Script_scr_start_enemy_no_attack_insomnitot_solo
1414 - GMLive_thread
1415 - scr_enemy_timer_attacks_insomnitot_solo
1416 - gml_Script_scr_enemy_timer_attacks_insomnitot_solo
1417 - scr_enemy_attack_insomnitot_sheep
1418 - gml_Script_scr_enemy_attack_insomnitot_sheep
1419 - scr_enemy_attack_insomnitot_zzz
1420 - gml_Script_scr_enemy_attack_insomnitot_zzz
1421 - scr_enemy_attack_insomnitot_stars
1422 - gml_Script_scr_enemy_attack_insomnitot_stars
1423 - scr_generate_battle_insomnitot_duo
1424 - gml_Script_scr_generate_battle_insomnitot_duo
1425 - scr_recreate_heart_battle_menu_text_insomnitot_duo
1426 - gml_Script_scr_recreate_heart_battle_menu_text_insomnitot_duo
1427 - scr_insomnitot_duo_no_attack
1428 - gml_Script_scr_insomnitot_duo_no_attack
1429 - scr_start_enemy_attacking_insomnitot_duo
1430 - gml_Script_scr_start_enemy_attacking_insomnitot_duo
1431 - scr_start_enemy_no_attack_insomnitot_duo
1432 - gml_Script_scr_start_enemy_no_attack_insomnitot_duo
1433 - scr_enemy_timer_attacks_insomnitot_duo
1434 - gml_Script_scr_enemy_timer_attacks_insomnitot_duo
1435 - scr_enemy_attack_insomnitot_sheep_stars
1436 - gml_Script_scr_enemy_attack_insomnitot_sheep_stars
1437 - scr_enemy_attack_insomnitot_sheep_zzz
1438 - gml_Script_scr_enemy_attack_insomnitot_sheep_zzz
1439 - scr_generate_battle_know_cone_solo
1440 - gml_Script_scr_generate_battle_know_cone_solo
1441 - scr_recreate_heart_battle_menu_text_know_cone_solo
1442 - gml_Script_scr_recreate_heart_battle_menu_text_know_cone_solo
1443 - scr_cutscene_battle_macro_2
1444 - gml_Script_scr_cutscene_battle_macro_2
1445 - scr_dialogue_battle_action_selected_action_1_know_cone_a
1446 - gml_Script_scr_dialogue_battle_action_selected_action_1_know_cone_a
1447 - scr_dialogue_battle_action_selected_action_2_know_cone_a
1448 - gml_Script_scr_dialogue_battle_action_selected_action_2_know_cone_a
1449 - scr_dialogue_battle_action_selected_action_3_know_cone_a
1450 - gml_Script_scr_dialogue_battle_action_selected_action_3_know_cone_a
1451 - scr_dialogue_battle_action_selected_action_1_know_cone_b
1452 - gml_Script_scr_dialogue_battle_action_selected_action_1_know_cone_b
1453 - scr_dialogue_battle_action_selected_action_2_know_cone_b
1454 - gml_Script_scr_dialogue_battle_action_selected_action_2_know_cone_b
1455 - scr_dialogue_battle_action_selected_action_3_know_cone_b
1456 - gml_Script_scr_dialogue_battle_action_selected_action_3_know_cone_b
1457 - scr_start_enemy_attacking_know_cone_solo
1458 - gml_Script_scr_start_enemy_attacking_know_cone_solo
1459 - scr_enemy_timer_attacks_know_cone_solo
1460 - gml_Script_scr_enemy_timer_attacks_know_cone_solo
1461 - scr_enemy_attack_know_cone_blueberries
1462 - gml_Script_scr_enemy_attack_know_cone_blueberries
1463 - scr_enemy_attack_know_cone_oranges
1464 - gml_Script_scr_enemy_attack_know_cone_oranges
1465 - scr_enemy_attack_know_cone_cherries
1466 - gml_Script_scr_enemy_attack_know_cone_cherries
1467 - scr_enemy_attack_know_cone_fig
1468 - gml_Script_scr_enemy_attack_know_cone_fig
1469 - scr_generate_battle_know_cone_insomnitot_duo
1470 - gml_Script_scr_generate_battle_know_cone_insomnitot_duo
1471 - scr_recreate_heart_battle_menu_text_know_cone_insomnitot_duo
1472 - gml_Script_scr_recreate_heart_battle_menu_text_know_cone_insomnitot_duo
1473 - scr_know_cone_insomnitot_duo_no_attack
1474 - gml_Script_scr_know_cone_insomnitot_duo_no_attack
1475 - scr_start_enemy_attacking_know_cone_insomnitot_duo
1476 - gml_Script_scr_start_enemy_attacking_know_cone_insomnitot_duo
1477 - scr_start_enemy_no_attack_know_cone_insomnitot_duo
1478 - gml_Script_scr_start_enemy_no_attack_know_cone_insomnitot_duo
1479 - scr_dialogue_battle_action_selected_action_3_goosic_b
1480 - gml_Script_scr_dialogue_battle_action_selected_action_3_goosic_b
1481 - scr_enemy_timer_attacks_know_cone_insomnitot_duo
1482 - gml_Script_scr_enemy_timer_attacks_know_cone_insomnitot_duo
1483 - scr_enemy_attack_know_cone_blueberries_zzz
1484 - gml_Script_scr_enemy_attack_know_cone_blueberries_zzz
1485 - scr_enemy_attack_know_cone_oranges_stars
1486 - gml_Script_scr_enemy_attack_know_cone_oranges_stars
1487 - scr_generate_battle_martlet_pacifist
1488 - gml_Script_scr_generate_battle_martlet_pacifist
1489 - scr_recreate_heart_battle_menu_text_martlet_pacifist
1490 - gml_Script_scr_recreate_heart_battle_menu_text_martlet_pacifist
1491 - scr_dialogue_battle_action_selected_action_1_martlet_pacifist
1492 - gml_Script_scr_dialogue_battle_action_selected_action_1_martlet_pacifist
1493 - scr_dialogue_battle_action_selected_action_2_martlet_pacifist
1494 - gml_Script_scr_dialogue_battle_action_selected_action_2_martlet_pacifist
1495 - scr_dialogue_battle_action_selected_action_3_martlet_pacifist
1496 - gml_Script_scr_dialogue_battle_action_selected_action_3_martlet_pacifist
1497 - scr_enemy_mode_shift_martlet_pacifist
1498 - gml_Script_scr_enemy_mode_shift_martlet_pacifist
1499 - scr_enemy_mode_shift_end_martlet_pacifist
1500 - gml_Script_scr_enemy_mode_shift_end_martlet_pacifist
1501 - scr_martlet_pacifist_no_attack
1502 - gml_Script_scr_martlet_pacifist_no_attack
1503 - scr_start_during_attack_dialogue_martlet_pacifist
1504 - gml_Script_scr_start_during_attack_dialogue_martlet_pacifist
1505 - scr_start_enemy_attacking_martlet_pacifist
1506 - gml_Script_scr_start_enemy_attacking_martlet_pacifist
1507 - scr_start_enemy_fleeing_martlet_pacifist
1508 - gml_Script_scr_start_enemy_fleeing_martlet_pacifist
1509 - scr_start_enemy_no_attack_martlet_pacifist
1510 - gml_Script_scr_start_enemy_no_attack_martlet_pacifist
1511 - scr_enemy_timer_attacks_martlet_pacifist
1512 - gml_Script_scr_enemy_timer_attacks_martlet_pacifist
1513 - scr_generate_battle_martlet_genocide
1514 - gml_Script_scr_generate_battle_martlet_genocide
1515 - scr_recreate_heart_battle_menu_text_martlet_genocide
1516 - gml_Script_scr_recreate_heart_battle_menu_text_martlet_genocide
1517 - scr_dialogue_battle_action_selected_action_1_martlet_genocide
1518 - gml_Script_scr_dialogue_battle_action_selected_action_1_martlet_genocide
1519 - scr_dialogue_battle_action_selected_action_2_martlet_genocide
1520 - gml_Script_scr_dialogue_battle_action_selected_action_2_martlet_genocide
1521 - scr_enemy_mode_shift_martlet_genocide
1522 - gml_Script_scr_enemy_mode_shift_martlet_genocide
1523 - scr_enemy_mode_shift_end_martlet_genocide
1524 - gml_Script_scr_enemy_mode_shift_end_martlet_genocide
1525 - scr_martlet_genocide_no_attack
1526 - gml_Script_scr_martlet_genocide_no_attack
1527 - scr_start_enemy_attacking_martlet_genocide
1528 - gml_Script_scr_start_enemy_attacking_martlet_genocide
1529 - scr_start_enemy_fleeing_martlet_genocide
1530 - gml_Script_scr_start_enemy_fleeing_martlet_genocide
1531 - scr_start_enemy_no_attack_martlet_genocide
1532 - gml_Script_scr_start_enemy_no_attack_martlet_genocide
1533 - scr_enemy_timer_attacks_martlet_genocide
1534 - gml_Script_scr_enemy_timer_attacks_martlet_genocide
1535 - scr_generate_battle_shufflers
1536 - gml_Script_scr_generate_battle_shufflers
1537 - scr_generate_battle_trihecta_together
1538 - gml_Script_scr_generate_battle_trihecta_together
1539 - scr_cutscene_battle_guardener_3
1540 - gml_Script_scr_cutscene_battle_guardener_3
1541 - scr_recreate_heart_battle_menu_text_trihecta_together
1542 - gml_Script_scr_recreate_heart_battle_menu_text_trihecta_together
1543 - scr_dialogue_battle_action_selected_action_1_trihecta
1544 - gml_Script_scr_dialogue_battle_action_selected_action_1_trihecta
1545 - scr_dialogue_battle_action_selected_action_2_trihecta
1546 - gml_Script_scr_dialogue_battle_action_selected_action_2_trihecta
1547 - scr_dialogue_battle_action_selected_action_3_trihecta
1548 - gml_Script_scr_dialogue_battle_action_selected_action_3_trihecta
1549 - scr_start_enemy_attacking_trihecta_together
1550 - gml_Script_scr_start_enemy_attacking_trihecta_together
1551 - scr_generate_battle_trihecta_separated
1552 - gml_Script_scr_generate_battle_trihecta_separated
1553 - scr_recreate_heart_battle_menu_text_trihecta_separated
1554 - gml_Script_scr_recreate_heart_battle_menu_text_trihecta_separated
1555 - scr_dialogue_battle_action_selected_action_1_tri
1556 - gml_Script_scr_dialogue_battle_action_selected_action_1_tri
1557 - scr_start_enemy_attacking_macro
1558 - gml_Script_scr_start_enemy_attacking_macro
1559 - scr_dialogue_battle_action_selected_action_2_tri
1560 - gml_Script_scr_dialogue_battle_action_selected_action_2_tri
1561 - scr_dialogue_battle_action_selected_action_3_tri
1562 - gml_Script_scr_dialogue_battle_action_selected_action_3_tri
1563 - scr_dialogue_battle_action_selected_action_1_hec
1564 - gml_Script_scr_dialogue_battle_action_selected_action_1_hec
1565 - scr_dialogue_battle_action_selected_action_2_hec
1566 - gml_Script_scr_dialogue_battle_action_selected_action_2_hec
1567 - scr_dialogue_battle_action_selected_action_3_hec
1568 - gml_Script_scr_dialogue_battle_action_selected_action_3_hec
1569 - scr_dialogue_battle_action_selected_action_1_ta
1570 - gml_Script_scr_dialogue_battle_action_selected_action_1_ta
1571 - scr_dialogue_battle_action_selected_action_2_ta
1572 - gml_Script_scr_dialogue_battle_action_selected_action_2_ta
1573 - scr_dialogue_battle_action_selected_action_3_ta
1574 - gml_Script_scr_dialogue_battle_action_selected_action_3_ta
1575 - scr_start_enemy_attacking_trihecta_separated
1576 - gml_Script_scr_start_enemy_attacking_trihecta_separated
1577 - scr_dialogue_battle_action_selected_action_2_sousborg
1578 - gml_Script_scr_dialogue_battle_action_selected_action_2_sousborg
1579 - scr_recreate_heart_battle_menu_text_slither_solo
1580 - gml_Script_scr_recreate_heart_battle_menu_text_slither_solo
1581 - scr_enemy_timer_attacks_trihecta
1582 - gml_Script_scr_enemy_timer_attacks_trihecta
1583 - scr_enemy_attack_trihecta_circle_bounce
1584 - gml_Script_scr_enemy_attack_trihecta_circle_bounce
1585 - scr_enemy_attack_trihecta_circle_reflect
1586 - gml_Script_scr_enemy_attack_trihecta_circle_reflect
1587 - scr_enemy_attack_trihecta_circle_stack
1588 - gml_Script_scr_enemy_attack_trihecta_circle_stack
1589 - scr_generate_battle_nobody_came_yellow
1590 - gml_Script_scr_generate_battle_nobody_came_yellow
1591 - scr_generate_battle_froggit_intro_yellow
1592 - gml_Script_scr_generate_battle_froggit_intro_yellow
1593 - scr_recreate_heart_battle_menu_text_froggit_intro_yellow
1594 - gml_Script_scr_recreate_heart_battle_menu_text_froggit_intro_yellow
1595 - scr_dialogue_battle_action_selected_action_1_froggit_intro_yellow
1596 - gml_Script_scr_dialogue_battle_action_selected_action_1_froggit_intro_yellow
1597 - scr_dialogue_battle_action_selected_action_2_froggit_intro_yellow
1598 - gml_Script_scr_dialogue_battle_action_selected_action_2_froggit_intro_yellow
1599 - scr_battle_box_resize_midfight
1600 - gml_Script_scr_battle_box_resize_midfight
1601 - scr_start_enemy_fleeing_froggit_intro_yellow
1602 - gml_Script_scr_start_enemy_fleeing_froggit_intro_yellow
1603 - scr_generate_battle_ceroba_genocide
1604 - gml_Script_scr_generate_battle_ceroba_genocide
1605 - scr_recreate_heart_battle_menu_text_ceroba_genocide
1606 - gml_Script_scr_recreate_heart_battle_menu_text_ceroba_genocide
1607 - scr_enemy_timer_attacks_ceroba_genocide
1608 - gml_Script_scr_enemy_timer_attacks_ceroba_genocide
1609 - scr_start_enemy_attacking_ceroba_genocide
1610 - gml_Script_scr_start_enemy_attacking_ceroba_genocide
1611 - scr_dialogue_battle_action_selected_action_1_ceroba
1612 - gml_Script_scr_dialogue_battle_action_selected_action_1_ceroba
1613 - scr_dialogue_battle_action_selected_action_2_ceroba
1614 - gml_Script_scr_dialogue_battle_action_selected_action_2_ceroba
1615 - scr_dialogue_battle_action_selected_action_3_ceroba
1616 - gml_Script_scr_dialogue_battle_action_selected_action_3_ceroba
1617 - scr_generate_battle_starlo
1618 - gml_Script_scr_generate_battle_starlo
1619 - scr_recreate_heart_battle_menu_text_starlo
1620 - gml_Script_scr_recreate_heart_battle_menu_text_starlo
1621 - scr_enemy_timer_attacks_starlo
1622 - gml_Script_scr_enemy_timer_attacks_starlo
1623 - scr_start_enemy_attacking_starlo
1624 - gml_Script_scr_start_enemy_attacking_starlo
1625 - scr_start_enemy_attacking_boulders
1626 - gml_Script_scr_start_enemy_attacking_boulders
1627 - scr_dialogue_battle_action_selected_action_1_starlo
1628 - gml_Script_scr_dialogue_battle_action_selected_action_1_starlo
1629 - scr_dialogue_battle_action_selected_action_2_starlo
1630 - gml_Script_scr_dialogue_battle_action_selected_action_2_starlo
1631 - scr_dialogue_battle_action_selected_action_3_starlo
1632 - gml_Script_scr_dialogue_battle_action_selected_action_3_starlo
1633 - scr_generate_battle_boulders_minifight
1634 - gml_Script_scr_generate_battle_boulders_minifight
1635 - scr_enemy_timer_attacks_boulders
1636 - gml_Script_scr_enemy_timer_attacks_boulders
1637 - scr_determine_end_battle_flags_yellow_new
1638 - gml_Script_scr_determine_end_battle_flags_yellow_new
1639 - scr_determine_end_battle_flags_yellow
1640 - gml_Script_scr_determine_end_battle_flags_yellow
1641 - scr_determine_yellow_text_flags_yellow
1642 - gml_Script_scr_determine_yellow_text_flags_yellow
1643 - scr_determine_enemy_status_flags_yellow
1644 - gml_Script_scr_determine_enemy_status_flags_yellow
1645 - scr_determine_boss_hurt_flags
1646 - gml_Script_scr_determine_boss_hurt_flags
1647 - scr_determine_genocide_counter_yellow
1648 - gml_Script_scr_determine_genocide_counter_yellow
1649 - scr_determine_genocide_counter_total_yellow
1650 - gml_Script_scr_determine_genocide_counter_total_yellow
1651 - scr_determine_genocide_counter_total_snowdin_yellow
1652 - gml_Script_scr_determine_genocide_counter_total_snowdin_yellow
1653 - scr_determine_genocide_counter_total_dunes_yellow
1654 - gml_Script_scr_determine_genocide_counter_total_dunes_yellow
1655 - scr_determine_genocide_counter_total_dark_ruins_yellow
1656 - gml_Script_scr_determine_genocide_counter_total_dark_ruins_yellow
1657 - scr_damage_special_condition_reticle_yellow
1658 - gml_Script_scr_damage_special_condition_reticle_yellow
1659 - scr_determine_heart_initiate_battle_position_yellow
1660 - gml_Script_scr_determine_heart_initiate_battle_position_yellow
1661 - scr_draw_text_effect_twitchy_quotebubble_battle_yellow
1662 - gml_Script_scr_draw_text_effect_twitchy_quotebubble_battle_yellow
1663 - scr_draw_text_effect_twitchy_quotebubble_battle_yellow_2
1664 - gml_Script_scr_draw_text_effect_twitchy_quotebubble_battle_yellow_2
1665 - scr_draw_text_effect_twitchy_quotebubble_battle_yellow_2_reverse
1666 - gml_Script_scr_draw_text_effect_twitchy_quotebubble_battle_yellow_2_reverse
1667 - scr_draw_text_effect_twitchy_quotebubble_battle_yellow_3
1668 - gml_Script_scr_draw_text_effect_twitchy_quotebubble_battle_yellow_3
1669 - scr_draw_text_effect_twitchy_quotebubble_battle_2_yellow_2
1670 - gml_Script_scr_draw_text_effect_twitchy_quotebubble_battle_2_yellow_2
1671 - scr_draw_text_effect_twitchy_quotebubble_battle_2_yellow_2_reverse
1672 - gml_Script_scr_draw_text_effect_twitchy_quotebubble_battle_2_yellow_2_reverse
1673 - scr_draw_text_effect_circle_quotebubble_battle_yellow
1674 - gml_Script_scr_draw_text_effect_circle_quotebubble_battle_yellow
1675 - scr_draw_text_effect_circle_quotebubble_battle_yellow_2
1676 - gml_Script_scr_draw_text_effect_circle_quotebubble_battle_yellow_2
1677 - scr_draw_text_effect_circle_quotebubble_battle_yellow_2_reverse
1678 - gml_Script_scr_draw_text_effect_circle_quotebubble_battle_yellow_2_reverse
1679 - scr_draw_text_effect_circle_quotebubble_battle_2_yellow_2
1680 - gml_Script_scr_draw_text_effect_circle_quotebubble_battle_2_yellow_2
1681 - scr_draw_text_effect_circle_quotebubble_battle_2_yellow_2_reverse
1682 - gml_Script_scr_draw_text_effect_circle_quotebubble_battle_2_yellow_2_reverse
1683 - scr_route_check_yellow
1684 - gml_Script_scr_route_check_yellow
1685 - scr_start_enemy_attacking_flowey_ext
1686 - gml_Script_scr_start_enemy_attacking_flowey_ext
1687 - info_route_genocide_log
1688 - gml_Script_info_route_genocide_log
1689 - scr_route_check_darkruins_yellow
1690 - gml_Script_scr_route_check_darkruins_yellow
1691 - scr_route_determination_darkruins_yellow
1692 - gml_Script_scr_route_determination_darkruins_yellow
1693 - scr_genocide_flags_darkruins_yellow
1694 - gml_Script_scr_genocide_flags_darkruins_yellow
1695 - scr_item_use_text_yellow
1696 - gml_Script_scr_item_use_text_yellow
1697 - scr_item_info_text_yellow
1698 - gml_Script_scr_item_info_text_yellow
1699 - scr_determine_item_droppable_yellow
1700 - gml_Script_scr_determine_item_droppable_yellow
1701 - action_end_game
1702 - gml_Script_action_end_game
1703 - action_if_variable
1704 - gml_Script_action_if_variable
1705 - action_kill_object
1706 - gml_Script_action_kill_object
1707 - scr_generate_battle_ceroba
1708 - gml_Script_scr_generate_battle_ceroba
1709 - action_move_point
1710 - gml_Script_action_move_point
1711 - action_set_alarm
1712 - gml_Script_action_set_alarm
1713 - action_set_hspeed
1714 - gml_Script_action_set_hspeed
1715 - action_set_vspeed
1716 - gml_Script_action_set_vspeed
1717 - __init_action
1718 - gml_Script___init_action
1719 - scr_dialogue_battle_action_selected_action_1_slither_b
1720 - gml_Script_scr_dialogue_battle_action_selected_action_1_slither_b
1721 - background_add
1722 - gml_Script_background_add
1723 - background_assign
1724 - gml_Script_background_assign
1725 - background_create_colour
1726 - gml_Script_background_create_colour
1727 - background_create_from_surface
1728 - gml_Script_background_create_from_surface
1729 - background_create_gradient
1730 - gml_Script_background_create_gradient
1731 - background_delete
1732 - gml_Script_background_delete
1733 - scr_dialogue_battle_action_selected_action_2_axis
1734 - gml_Script_scr_dialogue_battle_action_selected_action_2_axis
1735 - background_duplicate
1736 - gml_Script_background_duplicate
1737 - background_exists
1738 - gml_Script_background_exists
1739 - background_get_height
1740 - gml_Script_background_get_height
1741 - background_get_name
1742 - gml_Script_background_get_name
1743 - background_get_texture
1744 - gml_Script_background_get_texture
1745 - background_get_uvs
1746 - gml_Script_background_get_uvs
1747 - background_get_width
1748 - gml_Script_background_get_width
1749 - scr_talking_guardener
1750 - gml_Script_scr_talking_guardener
1751 - background_prefetch
1752 - gml_Script_background_prefetch
1753 - background_prefetch_multi
1754 - gml_Script_background_prefetch_multi
1755 - background_replace
1756 - gml_Script_background_replace
1757 - background_save
1758 - gml_Script_background_save
1759 - background_set_alpha_from_background
1760 - gml_Script_background_set_alpha_from_background
1761 - draw_background
1762 - gml_Script_draw_background
1763 - draw_background_ext
1764 - gml_Script_draw_background_ext
1765 - draw_background_general
1766 - gml_Script_draw_background_general
1767 - draw_background_part
1768 - gml_Script_draw_background_part
1769 - draw_background_part_ext
1770 - gml_Script_draw_background_part_ext
1771 - draw_background_stretched
1772 - gml_Script_draw_background_stretched
1773 - draw_background_stretched_ext
1774 - gml_Script_draw_background_stretched_ext
1775 - draw_background_tiled
1776 - gml_Script_draw_background_tiled
1777 - draw_background_tiled_ext
1778 - gml_Script_draw_background_tiled_ext
1779 - room_set_background
1780 - gml_Script_room_set_background
1781 - __background_get
1782 - gml_Script___background_get
1783 - __background_get_colour
1784 - gml_Script___background_get_colour
1785 - __background_get_colour_element
1786 - gml_Script___background_get_colour_element
1787 - __background_get_element
1788 - gml_Script___background_get_element
1789 - __background_get_internal
1790 - gml_Script___background_get_internal
1791 - __background_get_showcolour
1792 - gml_Script___background_get_showcolour
1793 - __background_set
1794 - gml_Script___background_set
1795 - __background_set_colour
1796 - gml_Script___background_set_colour
1797 - __background_set_element
1798 - gml_Script___background_set_element
1799 - __background_set_internal
1800 - gml_Script___background_set_internal
1801 - __background_set_showcolour
1802 - gml_Script___background_set_showcolour
1803 - __init_background
1804 - gml_Script___init_background
1805 - d3d_draw_block
1806 - gml_Script_d3d_draw_block
1807 - scr_start_enemy_attacking_goosic_solo
1808 - gml_Script_scr_start_enemy_attacking_goosic_solo
1809 - d3d_draw_cone
1810 - gml_Script_d3d_draw_cone
1811 - d3d_draw_cylinder
1812 - gml_Script_d3d_draw_cylinder
1813 - d3d_draw_ellipsoid
1814 - gml_Script_d3d_draw_ellipsoid
1815 - d3d_draw_floor
1816 - gml_Script_d3d_draw_floor
1817 - d3d_draw_wall
1818 - gml_Script_d3d_draw_wall
1819 - d3d_end
1820 - gml_Script_d3d_end
1821 - d3d_light_define_ambient
1822 - gml_Script_d3d_light_define_ambient
1823 - d3d_light_define_direction
1824 - gml_Script_d3d_light_define_direction
1825 - d3d_light_define_point
1826 - gml_Script_d3d_light_define_point
1827 - d3d_light_enable
1828 - gml_Script_d3d_light_enable
1829 - d3d_model_block
1830 - gml_Script_d3d_model_block
1831 - d3d_model_clear
1832 - gml_Script_d3d_model_clear
1833 - d3d_model_cone
1834 - gml_Script_d3d_model_cone
1835 - d3d_model_create
1836 - gml_Script_d3d_model_create
1837 - d3d_model_cylinder
1838 - gml_Script_d3d_model_cylinder
1839 - d3d_model_destroy
1840 - gml_Script_d3d_model_destroy
1841 - d3d_model_draw
1842 - gml_Script_d3d_model_draw
1843 - d3d_model_ellipsoid
1844 - gml_Script_d3d_model_ellipsoid
1845 - d3d_model_floor
1846 - gml_Script_d3d_model_floor
1847 - d3d_model_load
1848 - gml_Script_d3d_model_load
1849 - d3d_model_primitive_begin
1850 - gml_Script_d3d_model_primitive_begin
1851 - d3d_model_primitive_end
1852 - gml_Script_d3d_model_primitive_end
1853 - d3d_model_save
1854 - gml_Script_d3d_model_save
1855 - scr_cutscene_battle_guardener_2
1856 - gml_Script_scr_cutscene_battle_guardener_2
1857 - scr_sme_yellow_rhythm_song_data_flowey_01
